usager_id,age,niveau_diplome,anciennete_poste_ans,code_rome_vise,code_insee_commune,est_allocataire,nationalite_hors_ue,synthese_entretien,classe_retour_emploi
ID_0977,18.0,Bac,0.2,H2502,14270,,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_2279,58.0,Sans diplôme,5.4,H1206,02044,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0492,54.0,Bac+2,3.8,G1801,70225,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_2456,28.0,Sans diplôme,1.8,C1110,07249,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_0059,19.0,Sans diplôme,3.0,G1203,53029,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_0218,55.0,Sans diplôme,0.4,K2111,37118,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0521,28.0,Bac,1.3,N1303,18183,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_1455,61.0,Bac+5,0.9,C1102,58200,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0530,41.0,Bac+2,0.8,C1501,77255,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1779,25.0,Bac+2,0.4,C1110,97420,0.0,1,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0714,,Bac+2,1.0,K1201,62892,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_0273,50.0,Bac,2.6,G1302,62313,0.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,2
ID_0477,21.0,Bac,0.0,D1502,55282,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,1
ID_1985,29.0,Bac,0.6,A1202,39041,1.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
ID_1802,49.0,Bac+5,2.2,C1302,51098,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_2096,18.0,Sans diplôme,1.6,H2502,65068,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_1365,51.0,Sans diplôme,0.8,H1206,80742,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_1380,52.0,Bac+5,2.4,C1110,24398,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,2
ID_0012,53.0,Bac,0.4,A1203,34106,0.0,1,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_0607,62.0,Sans diplôme,0.6,A1401,24032,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1533,58.0,Sans diplôme,1.6,M1607,58015,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_1337,63.0,Bac+2,0.2,K1201,27601,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0744,21.0,,1.3,M1607,29292,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,1
ID_1973,18.0,Bac+5,3.7,F1603,45040,0.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_1663,54.0,Sans diplôme,7.8,N4101,86189,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1935,19.0,Bac,10.5,J1301,11290,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0873,42.0,Bac+5,7.8,C1501,89432,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0660,,Bac+5,4.1,H1504,61361,0.0,0,"Candidat très dynamique, mobilité nationale validée. Projet clair.",0
ID_0023,38.0,Bac+2,9.3,M1203,17451,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_0399,32.0,Bac,0.9,K1403,26086,1.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1992,37.0,,7.6,M1806,76004,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_1469,19.0,Sans diplôme,1.1,W1401,02259,0.0,1,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,2
ID_2376,59.0,Bac+2,5.1,A1202,31412,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2402,31.0,Sans diplôme,0.3,M1801,78305,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,1
ID_0901,59.0,Bac,0.4,F1603,57578,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_1362,34.0,Bac+2,0.2,N1301,64001,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0724,34.0,Bac+5,2.2,C1501,24470,1.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_1671,44.0,,2.6,K2111,88078,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",1
ID_2070,30.0,Bac+5,3.1,N1101,83071,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,0
ID_0335,54.0,Bac+5,4.4,A1401,17137,1.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_1749,25.0,Bac+5,4.3,W1401,21631,1.0,1,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_2158,51.0,Bac,1.2,A1203,89181,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,1
ID_2204,26.0,Bac+5,1.7,I1304,07275,1.0,0,Projet de reconversion à affiner. Besoin d'une formation complémentaire.,0
ID_2033,22.0,Bac,2.5,K2101,51276,0.0,1,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,0
ID_2143,62.0,Bac,1.6,N1301,02051,0.0,0,Problème ponctuel de mobilité géographique. Zone mal desservie.,1
ID_2424,25.0,Bac,0.8,M1602,51174,0.0,1,"Profil autonome, recherche active, aucun frein périphérique identifié.",1
ID_1101,43.0,Bac,3.5,N1303,56119,1.0,0,Compétences à réactualiser sur les outils numériques. Motivation correcte.,0
ID_1480,56.0,Sans diplôme,0.5,K1601,61481,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_1214,40.0,Bac,0.2,K1304,16276,0.0,0,"Excellente présentation, compétences techniques à jour. Reprise rapide visée.",0
ID_0360,59.0,Bac,9.4,A1301,64437,0.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",2
ID_1518,28.0,Bac,0.9,C1201,91080,1.0,0,"Perte de confiance importante. Risque d'exclusion, barrière de la langue.",0
ID_0654,36.0,Bac,0.4,K1304,11111,0.0,0,"Profil autonome, recherche active, aucun frein périphérique identifié.",0
ID_2174,,Bac+2,0.2,M1705,27134,1.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_2477,54.0,Bac+2,0.3,A1501,13041,0.0,0,Freins périphériques majeurs. Situation d'illettrisme numérique constatée.,2
ID_0517,58.0,Bac+2,14.5,N1303,26295,0.0,0,Cumul de difficultés. Pas de moyen de transport et garde d'enfants complexe.,2
